ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-23263,Source2,2,2016-10-05 12:48:29,2016-10-05 13:17:56,36.670395,-121.638443,,,0.0,Accident on US-101 Northbound at Exit 327 CA-68 John St.,US-101 N,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,2016-10-05 12:53:00,68.0,,52.0,30.08,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23264,Source2,2,2016-10-05 13:00:00,2016-10-05 13:29:22,37.333103,-122.056313,,,0.0,Accident on CA-85 Northbound at I-280.,Norman Y Mineta Hwy,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,2016-10-05 12:56:00,70.0,,38.0,30.1,10.0,North,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23265,Source2,2,2016-10-05 12:57:28,2016-10-05 13:26:34,37.114845,-121.974785,,,0.0,Accident on CA-17 Santa Cruz Hwy Southbound at Spanish Oaks.,Santa Cruz Hwy,Los Gatos,Santa Cruz,CA,95033,US,US/Pacific,KSJC,2016-10-05 12:53:00,70.0,,38.0,30.07,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23266,Source2,2,2016-10-05 13:00:00,2016-10-05 13:29:23,38.674576,-121.74102,,,0.0,Right hand shoulder blocked due to accident on I-5 both ways at Exit 537 Main St.,I-5 N,Woodland,Yolo,CA,95776,US,US/Pacific,KSMF,2016-10-05 12:53:00,71.1,,34.0,30.05,10.0,NW,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23267,Source2,2,2016-10-05 13:12:59,2016-10-05 13:42:43,36.96125,-121.550941,,,0.0,Left hand shoulder blocked due to accident on US-101 Monterey Rd Northbound at Exit 353 CA-25.,Monterey Rd,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23268,Source2,3,2016-10-05 13:20:31,2016-10-05 13:50:13,37.863319,-122.035233,,,0.0,Shoulder blocked due to accident on I-680 Northbound at Exit 43 Livorna Rd.,I-680 N,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2016-10-05 12:53:00,71.1,,30.0,30.03,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23269,Source2,3,2016-10-05 13:21:50,2016-10-05 13:51:27,37.31543,-121.915375,,,0.0,Shoulder blocked on exit ramp due to accident on I-280 Southbound at Exits 4 5A Meridian Ave.,I-280 S,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-10-05 12:53:00,70.0,,38.0,30.07,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23270,Source2,3,2016-10-05 13:21:12,2016-10-05 13:50:44,37.323948,-121.892509,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound near Exits 2B 3A 3B CA-87 Guadalupe Pkwy.,Sinclair Fwy N,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-10-05 12:53:00,70.0,,38.0,30.07,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23271,Source2,2,2016-10-05 13:13:45,2016-10-05 13:43:23,36.67769600000001,-121.64119,,,0.0,Shoulder blocked due to accident on US-101 Northbound at Exit 328 Market St.,E Market St,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,2016-10-05 12:53:00,68.0,,52.0,30.08,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23272,Source2,2,2016-10-05 13:21:12,2016-10-05 13:50:30,38.60125,-121.415352,,,0.0,Accident on Howe Ave both ways in Sacramento.,Howe Ave,Sacramento,Sacramento,CA,95825-0914,US,US/Pacific,KMCC,2016-10-05 13:15:00,71.6,,29.0,30.06,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23273,Source2,3,2016-10-05 13:27:14,2016-10-05 13:56:50,37.710648,-122.166687,,,0.0,Accident on I-880 Southbound at Exits 33A 33B Marina Blvd.,Marina Blvd,San Leandro,Alameda,CA,94577,US,US/Pacific,KOAK,2016-10-05 13:53:00,71.1,,51.0,30.06,10.0,West,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23274,Source2,2,2016-10-05 13:28:44,2016-10-05 13:58:05,37.317387,-121.940323,,,0.0,Right hand shoulder blocked due to accident on CA-17 Southbound at I-880.,I-880 S,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-10-05 13:53:00,72.0,,35.0,30.05,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23275,Source2,3,2016-10-05 13:30:38,2016-10-05 14:00:23,37.43473400000001,-121.88871,,,0.0,Accident on I-680 Southbound at Exit 8 CA-237 Calaveras Blvd.,E Calaveras Blvd,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2016-10-05 13:53:00,72.0,,35.0,30.05,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23276,Source2,3,2016-10-05 13:51:07,2016-10-05 14:20:40,37.66637,-122.107491,,,0.0,Shoulder blocked on entry ramp due to accident on I-880 Southbound at Exit 29 A St.,I-880 N,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2016-10-05 13:54:00,71.1,,41.0,30.09,10.0,West,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-23277,Source2,3,2016-10-05 13:50:22,2016-10-05 14:19:47,37.656654,-121.901588,,,0.0,Shoulder blocked on entry ramp due to accident on I-680 Southbound at Exit 26 Bernal Ave.,I-680 S,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-10-05 13:53:00,73.9,,27.0,30.03,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23278,Source2,2,2016-10-05 13:48:16,2016-10-05 14:17:51,36.877983,-121.412491,,,0.0,Accident on CA-25 Bolsa Rd at Briggs Rd.,Briggs Rd,Hollister,San Benito,CA,95023,US,US/Pacific,KCVH,2016-10-05 11:35:00,66.2,,56.0,30.09,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23279,Source2,2,2016-10-05 13:46:08,2016-10-05 14:15:18,38.63332,-121.328156,,,0.0,#1 lane blocked due to accident on Fair Oaks Blvd Southbound at Sutter Ave.,Sutter Ave,Carmichael,Sacramento,CA,95608,US,US/Pacific,KMCC,2016-10-05 13:55:00,73.4,,27.0,30.05,10.0,NW,12.7,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-23280,Source2,3,2016-10-05 13:56:54,2016-10-05 14:26:36,38.085796,-122.210022,,,0.0,Right hand shoulder blocked due to accident on I-780 Westbound at Exit 1D Glen Cove Rd.,Glen Cove Rd,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,2016-10-05 13:54:00,75.0,,31.0,30.02,10.0,SSW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23281,Source2,3,2016-10-05 13:59:44,2016-10-05 14:29:25,37.640049,-121.884773,,,0.0,Right hand shoulder blocked due to accident on I-680 Southbound near Exit 25 Pleasanton Sunol Rd.,I-680 S,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-10-05 13:53:00,73.9,,27.0,30.03,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23282,Source2,2,2016-10-05 14:03:03,2016-10-05 14:32:39,37.022377,-121.566429,,,0.0,Fast lane blocked due to accident on US-101 Southbound at Exit 357 CA-152.,S Valley Fwy N,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23283,Source2,3,2016-10-05 14:10:06,2016-10-05 14:39:34,37.866753,-122.303642,,,0.0,#1 lane blocked due to accident on I-80 I-580 Eastbound at Exit 11 I-580.,I-580 W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2016-10-05 13:53:00,71.1,,51.0,30.06,10.0,West,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23284,Source2,2,2016-10-05 14:18:44,2016-10-05 14:46:41,38.456692,-121.410385,,,0.0,Right hand shoulder blocked due to accident on CA-99 Northbound at Exit 289 Cosumnes River Blvd.,Calvine Rd,Sacramento,Sacramento,CA,95828,US,US/Pacific,KSAC,2016-10-05 13:53:00,75.0,,28.0,30.04,10.0,NW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23285,Source2,2,2016-10-05 14:22:21,2016-10-05 14:51:23,38.611565,-121.26403,,,0.0,Right hand shoulder blocked due to accident on US-50 Westbound at Exit 18 County Hwy-E2 Sunrise Blvd.,El Dorado Fwy W,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,2016-10-05 14:45:00,75.2,,25.0,30.01,10.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23286,Source2,2,2016-10-05 14:37:45,2016-10-05 15:07:22,38.16346,-121.150047,,,0.0,Accident on CA-12 Highway 88 at County Hwy-J5 Elliott Rd.,N Tully Rd,Lockeford,San Joaquin,CA,95237-9560,US,US/Pacific,KSCK,2016-10-05 14:55:00,75.9,,25.0,30.01,10.0,NW,12.7,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-23287,Source2,2,2016-10-05 14:46:34,2016-10-05 15:21:17,37.544537,-122.288055,,,0.0,Accident on US-101 Southbound at Exit 414A Hillsdale Blvd.,Bayshore Fwy S,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2016-10-05 14:47:00,71.6,,33.0,30.06,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23288,Source2,2,2016-10-05 14:46:03,2016-10-05 15:21:16,37.526405,-122.270081,,,0.0,Right hand shoulder blocked due to accident on US-101 Southbound at Exit 412 Ralston Ave.,Ralston Ave,Belmont,San Mateo,CA,94002,US,US/Pacific,KSQL,2016-10-05 14:47:00,71.6,,33.0,30.06,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23289,Source2,2,2016-10-05 15:20:57,2016-10-05 15:48:52,38.642338,-121.367226,,,0.0,Accident on Auburn Blvd at Winding Way.,Winding Way,Sacramento,Sacramento,CA,95841-4400,US,US/Pacific,KMCC,2016-10-05 15:15:00,75.2,,21.0,30.02,10.0,NW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-23290,Source2,3,2016-10-05 15:27:34,2016-10-05 15:56:41,37.808498,-122.366852,,,0.0,#1 lane blocked due to accident on I-80 Westbound at Exit 4A Treasure Is.,San Francisco-Oakland Bay Brg E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-10-05 15:53:00,71.1,,51.0,30.04,10.0,West,17.3,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-23291,Source2,2,2016-10-05 15:24:30,2016-10-05 15:54:00,37.279781,-121.957222,,,0.0,Accident on County Hwy-G4 San Tomas Expy both ways at Budd Ave.,San Tomas Expy,Campbell,Santa Clara,CA,95008,US,US/Pacific,KSJC,2016-10-05 15:53:00,73.0,,30.0,30.03,10.0,WNW,13.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-23292,Source2,3,2016-10-05 15:34:38,2016-10-05 16:04:09,37.683304,-122.127098,,,0.0,Middle lane blocked due to accident on I-880 Northbound at Exits 30 31A I-238.,I-880 N,San Lorenzo,Alameda,CA,94580,US,US/Pacific,KHWD,2016-10-05 15:54:00,71.1,,41.0,30.06,10.0,WNW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23293,Source2,2,2016-10-05 15:52:18,2016-10-05 16:21:36,37.740299,-122.40786,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at Exits 54 54A 54B US-101.,James Lick Fwy N,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-10-05 15:56:00,68.0,,50.0,30.06,10.0,West,21.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23294,Source2,3,2016-10-05 15:50:08,2016-10-05 16:19:30,37.669117,-122.109215,,,0.0,Accident on I-880 Northbound at Exit 29 A St.,I-880 N,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2016-10-05 15:54:00,71.1,,41.0,30.06,10.0,WNW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23295,Source2,2,2016-10-05 16:16:10,2016-10-05 16:45:20,37.001038,-122.18045,,,0.0,Accident on CA-1 Coast Rd Eastbound at Bonny Doon Rd.,Bonny Doon Rd,Santa Cruz,Santa Cruz,CA,95060,US,US/Pacific,KWVI,2016-10-05 15:53:00,73.0,,38.0,30.02,10.0,SSW,8.1,,Clear,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-23296,Source2,3,2016-10-05 16:22:23,2016-10-05 16:51:55,37.451283,-121.892601,,,0.0,Right hand shoulder blocked due to accident on I-680 Northbound at Exit 9 Jacklin Rd.,I-680 N,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2016-10-05 15:53:00,73.0,,30.0,30.03,10.0,WNW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23297,Source2,2,2016-10-05 16:28:17,2016-10-05 16:57:44,36.77124,-121.306145,,,0.0,Accident on CA-25 Airline Hwy both ways at CA-25 Airline Hwy.,Airline Hwy,Hollister,San Benito,CA,95023,US,US/Pacific,KCVH,2016-10-05 11:35:00,66.2,,56.0,30.09,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23298,Source2,3,2016-10-05 16:34:40,2016-10-05 17:03:54,37.6833,-122.127098,,,0.0,Slow lane blocked due to accident on I-880 Northbound at Exits 30 31A I-238.,I-880 N,San Lorenzo,Alameda,CA,94580,US,US/Pacific,KHWD,2016-10-05 16:54:00,69.1,,49.0,30.06,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23299,Source2,3,2016-10-05 16:33:25,2016-10-05 17:02:38,37.663532,-122.105362,,,0.0,4/5 lane blocked due to accident on Happyland Ave Northbound in Hayward.,Happyland Ave,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2016-10-05 16:54:00,69.1,,49.0,30.06,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23300,Source2,3,2016-10-05 16:52:57,2016-10-05 17:22:16,37.610779,-122.069397,,,0.0,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 24 Whipple Rd.,I-880 N,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2016-10-05 16:54:00,69.1,,49.0,30.06,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23301,Source2,3,2016-10-05 17:18:24,2016-10-05 17:47:59,37.640133,-122.090378,,,0.0,Accident on I-880 Northbound at Exit 27 CA-92 Jackson St.,I-880 N,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2016-10-05 16:54:00,69.1,,49.0,30.06,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23302,Source2,2,2016-10-05 17:21:27,2016-10-05 17:51:06,37.319851,-121.930183,,,0.0,Accident on Scott St both ways at Vaughn Ave.,Scott St,San Jose,Santa Clara,CA,95128-2246,US,US/Pacific,KSJC,2016-10-05 17:22:00,71.6,,41.0,30.02,10.0,NW,17.3,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23303,Source2,2,2016-10-05 17:17:13,2016-10-05 17:45:52,37.152908,-121.652679,,,0.0,Accident on US-101 at Exit 367 Cochrane Rd. On exit ramp.,S Valley Fwy S,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23304,Source2,2,2016-10-05 17:43:49,2016-10-05 18:13:27,38.426914,-122.715149,,,0.0,Accident on US-101 Southbound at Exits 488B 489 CA-12.,Redwood Hwy S,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,2016-10-05 17:53:00,73.9,,34.0,29.97,10.0,NW,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23305,Source2,3,2016-10-05 17:45:18,2016-10-05 18:14:44,37.830509,-122.294044,,,0.0,Accident on I-580 Westbound at Exits 8B 19A I-80 I-580. On entry ramp.,I-80 W,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2016-10-05 17:53:00,66.9,,63.0,30.03,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23306,Source2,3,2016-10-05 17:43:05,2016-10-05 18:12:36,37.959717,-122.051605,,,0.0,Right hand shoulder blocked due to accident on I-680 Northbound at Exits 49 49A 49B 50 CA-242.,CA-242 N,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-10-05 17:53:00,72.0,,35.0,29.98,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23307,Source2,2,2016-10-05 17:46:16,2016-10-05 18:15:58,38.336994,-121.860085,,,0.0,Accident on Fry Rd both ways at Clark Rd.,Fry Rd,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,2016-10-05 17:53:00,73.0,,37.0,30.01,10.0,SW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23308,Source2,2,2016-10-05 18:15:33,2016-10-05 18:44:48,38.695698,-123.430954,,,0.0,Accident on CA-1 Northbound at Annapolis Rd.,Annapolis Rd,Annapolis,Sonoma,CA,95412-9717,US,US/Pacific,KUKI,2016-10-05 17:56:00,64.9,,52.0,30.04,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23309,Source2,2,2016-10-05 18:16:33,2016-10-05 18:45:55,38.434093,-122.695786,,,0.0,#1 lane blocked due to accident on CA-12 Eastbound at Exit 7C Maple Ave.,CA-12 E,Santa Rosa,Sonoma,CA,95404,US,US/Pacific,KSTS,2016-10-05 17:53:00,73.9,,34.0,29.97,10.0,NW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23310,Source2,2,2016-10-05 18:20:30,2016-10-05 18:49:36,36.986816,-121.806732,,,0.0,Accident on Corralitos Rd both ways at Aldridge Ln.,Corralitos Rd,Watsonville,Santa Cruz,CA,95076-0539,US,US/Pacific,KWVI,2016-10-05 17:53:00,71.1,,41.0,30.01,10.0,ESE,5.8,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-23311,Source2,2,2016-10-05 18:17:10,2016-10-05 18:47:10,37.646465,-121.890656,,,0.0,Accident on I-680 Northbound at Exit 25 Pleasanton Sunol Rd.,I-680 N,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,2016-10-05 17:53:00,69.1,,40.0,30.01,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23312,Source2,2,2016-10-05 18:40:43,2016-10-05 19:10:10,38.003868,-122.042107,,,0.0,#1&amp;#2 lane blocked due to accident on CA-242 Westbound at Exits 3B 3C CA-4.,CA-4 W,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-10-05 18:53:00,68.0,,43.0,29.98,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-23313,Source2,3,2016-10-05 18:44:51,2016-10-05 19:13:58,38.773636,-121.242996,,,0.0,#4 lane blocked due to multi-vehicle accident on I-80 Westbound at Exit 106 CA-65.,I-80 W,Rocklin,Placer,CA,95677,US,US/Pacific,KLHM,2016-10-05 18:35:00,68.0,,26.0,29.98,10.0,NNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-23314,Source2,2,2016-10-05 18:50:02,2016-10-05 19:19:36,38.010578,-122.015488,,,0.0,Left lane blocked due to accident on CA-4 Eastbound at Exits 15A 15B Port Chicago Hwy.,CA-4 E,Concord,Contra Costa,CA,94519,US,US/Pacific,KCCR,2016-10-05 18:53:00,68.0,,43.0,29.98,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-23315,Source2,2,2016-10-05 19:12:02,2016-10-05 19:41:33,37.966614,-122.048759,,,0.0,Accident on CA-242 Northbound at Exit 1 Clayton Rd.,CA-242 N,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-10-05 18:53:00,68.0,,43.0,29.98,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-23316,Source2,3,2016-10-05 19:19:11,2016-10-05 19:48:29,37.777779,-122.402382,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound at Exits 2 2A Harrison St.,I-80 W,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-10-05 18:53:00,64.0,,67.0,30.04,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-23317,Source2,3,2016-10-05 19:20:29,2016-10-05 19:49:57,37.970802,-122.320351,,,0.0,#1 lane blocked due to accident on I-80 Westbound at Exit 19B Hilltop Dr.,I-80 W,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,2016-10-05 18:53:00,68.0,,43.0,29.98,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-23318,Source2,1,2016-10-05 19:19:23,2016-10-05 19:49:23,37.728802,-121.724159,,,0.0,Accident on Vasco Rd in Livermore.,N Vasco Rd,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-10-05 18:53:00,64.9,,48.0,30.01,10.0,WSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-23319,Source2,2,2016-10-05 19:30:39,2016-10-05 19:59:58,38.004261,-122.039421,,,0.0,Accident on CA-242 Eastbound at Exits 3B 3C CA-4. On the median.,CA-4 E,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2016-10-05 19:53:00,64.9,,50.0,29.99,10.0,WSW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-23320,Source2,2,2016-10-05 19:32:57,2016-10-05 20:02:27,37.953304,-122.539856,,,0.0,Accident on Sir Francis Drake Blvd both ways at McAllister Ave.,Sir Francis Drake Blvd,Kentfield,Marin,CA,94904-1627,US,US/Pacific,KDVO,2016-10-05 19:35:00,60.8,,68.0,30.03,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day
A-23321,Source2,3,2016-10-05 19:43:41,2016-10-05 20:11:49,38.641464,-121.462387,,,0.0,Right hand shoulder blocked due to accident on I-80 Eastbound at Exit 89 Northgate Blvd.,I-80 E,Sacramento,Sacramento,CA,95838,US,US/Pacific,KMCC,2016-10-05 19:35:00,66.2,,32.0,30.02,10.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-23322,Source2,2,2016-10-05 19:39:55,2016-10-05 20:08:49,38.566833,-121.382866,,,0.0,Accident on Watt Ave in Sacramento.,Watt Ave,Sacramento,Sacramento,CA,95864,US,US/Pacific,KMHR,2016-10-05 19:45:00,68.0,,33.0,30.0,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-23323,Source2,3,2016-10-05 19:50:38,2016-10-05 20:19:59,37.629642,-122.428261,,,0.0,Accident on I-380 Westbound at Exit 5 CA-82 El Camino Real.,I-380 W,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2016-10-05 19:56:00,60.1,,75.0,30.05,10.0,West,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-23324,Source2,2,2016-10-05 19:41:04,2016-10-05 20:11:04,37.410065,-121.994492,,,0.0,Accident on CA-237 Eastbound at Exit 5 County Hwy-G2 Lawrence Expy.,Southbay Fwy,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,2016-10-05 19:56:00,62.1,,65.0,30.06,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-23325,Source2,3,2016-10-05 19:51:54,2016-10-05 20:21:26,37.483658,-121.93679,,,0.0,Accident on I-880 Eastbound at Exits 12 12A 12B CA-262 Mission Blvd.,Warren Ave,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2016-10-05 19:47:00,59.0,,77.0,30.04,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-23326,Source2,3,2016-10-05 19:56:54,2016-10-05 20:26:12,37.941093,-122.059814,,,0.0,Accident on I-680 at Exits 49 49A 49B 50 CA-242.,I-680 N,Pleasant Hill,Contra Costa,CA,94523,US,US/Pacific,KCCR,2016-10-05 19:53:00,64.9,,50.0,29.99,10.0,WSW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-23327,Source2,2,2016-10-05 20:07:38,2016-10-05 20:37:18,37.798084,-122.184792,,,0.0,Accident on CA-13 Warren Fwy Northbound at Exit 1C Redwood Rd.,Warren Fwy N,Oakland,Alameda,CA,94619,US,US/Pacific,KOAK,2016-10-05 19:53:00,64.0,,70.0,30.04,10.0,WNW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
